Season,RaceName,Country,Driver,Team,LapNumber,Stint,Compound,TyreLife,PitInTime,Position,position_before_pit,position_3laps_after_pit,positions_gained,undercut_successful,strategy_outcome
2022,São Paulo,Brazil,SAI,Ferrari,53.0,3.0,MEDIUM,17.0,8030.393,2.0,4.0,,,,Unknown
2022,São Paulo,Brazil,STR,Aston Martin,29.0,1.0,MEDIUM,30.0,6193.496,7.0,,,,,Unknown
2022,São Paulo,Brazil,STR,Aston Martin,48.0,2.0,MEDIUM,20.0,7678.609,10.0,7.0,,,,Unknown
2022,São Paulo,Brazil,TSU,AlphaTauri,20.0,1.0,MEDIUM,20.0,5496.241,13.0,,,,,Unknown
2022,São Paulo,Brazil,TSU,AlphaTauri,40.0,2.0,SOFT,20.0,7067.381,16.0,13.0,,,,Unknown
2022,São Paulo,Brazil,TSU,AlphaTauri,54.0,3.0,SOFT,14.0,8248.095,15.0,16.0,,,,Unknown
2022,São Paulo,Brazil,VER,Red Bull Racing,7.0,1.0,SOFT,7.0,4474.18,17.0,,,,,Unknown
2022,São Paulo,Brazil,VER,Red Bull Racing,23.0,2.0,MEDIUM,16.0,5730.606,14.0,17.0,,,,Unknown
2022,São Paulo,Brazil,VER,Red Bull Racing,48.0,3.0,SOFT,32.0,7667.425,6.0,14.0,,,,Unknown
2022,São Paulo,Brazil,VET,Aston Martin,26.0,1.0,SOFT,26.0,5943.867,5.0,,,,,Unknown
2022,São Paulo,Brazil,VET,Aston Martin,45.0,2.0,MEDIUM,20.0,7428.524,7.0,5.0,,,,Unknown
2022,São Paulo,Brazil,ZHO,Alfa Romeo,16.0,1.0,SOFT,16.0,5175.957,12.0,,,,,Unknown
2022,São Paulo,Brazil,ZHO,Alfa Romeo,37.0,2.0,MEDIUM,21.0,6825.061,12.0,12.0,,,,Unknown
