Season,RaceName,Country,Driver,Team,LapNumber,Stint,Compound,TyreLife,PitInTime,Position,position_before_pit,position_3laps_after_pit,positions_gained,undercut_successful,strategy_outcome
2021,Abu Dhabi,Abu Dhabi,ALO,Alpine,36.0,1.0,HARD,37.0,7026.384,4.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,BOT,Mercedes,30.0,1.0,MEDIUM,35.0,6450.752,4.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,GAS,AlphaTauri,36.0,1.0,HARD,36.0,7027.35,5.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,GAS,AlphaTauri,54.0,2.0,MEDIUM,21.0,8696.738,6.0,5.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,GIO,Alfa Romeo Racing,17.0,1.0,MEDIUM,17.0,5300.811,12.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,HAM,Mercedes,14.0,1.0,MEDIUM,17.0,4985.036,1.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,LAT,Williams,28.0,1.0,MEDIUM,28.0,6318.551,16.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,LEC,Ferrari,15.0,1.0,SOFT,18.0,5108.752,8.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,LEC,Ferrari,35.0,2.0,HARD,20.0,6924.615,9.0,8.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,MSC,Haas F1 Team,10.0,1.0,SOFT,10.0,4675.97,19.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,MSC,Haas F1 Team,52.0,2.0,HARD,42.0,8562.644,15.0,19.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,NOR,McLaren,17.0,1.0,SOFT,20.0,5285.092,5.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,NOR,McLaren,48.0,2.0,HARD,31.0,8106.969,6.0,5.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,OCO,Alpine,15.0,1.0,SOFT,18.0,5114.099,10.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,PER,Red Bull Racing,21.0,1.0,SOFT,24.0,5635.684,3.0,,3.0,,,Unknown
2021,Abu Dhabi,Abu Dhabi,PER,Red Bull Racing,36.0,2.0,HARD,15.0,7001.179,3.0,3.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,PER,Red Bull Racing,53.0,3.0,HARD,17.0,8529.875,3.0,3.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,PER,Red Bull Racing,55.0,4.0,SOFT,5.0,8793.514,3.0,3.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,RAI,Alfa Romeo Racing,21.0,1.0,MEDIUM,21.0,5669.994,13.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,RAI,Alfa Romeo Racing,25.0,2.0,HARD,4.0,6104.655,19.0,13.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,RIC,McLaren,18.0,1.0,SOFT,21.0,5387.666,9.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,RIC,McLaren,52.0,2.0,HARD,34.0,8498.666,11.0,9.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,SAI,Ferrari,19.0,1.0,SOFT,22.0,5459.433,4.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,STR,Aston Martin,21.0,1.0,MEDIUM,21.0,5665.91,11.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,STR,Aston Martin,52.0,2.0,HARD,31.0,8515.92,14.0,11.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,TSU,AlphaTauri,23.0,1.0,MEDIUM,27.0,5825.775,4.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,TSU,AlphaTauri,53.0,2.0,HARD,30.0,8582.376,6.0,4.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,VER,Red Bull Racing,13.0,1.0,SOFT,16.0,4903.157,2.0,,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,VER,Red Bull Racing,36.0,2.0,HARD,23.0,6966.936,2.0,2.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,VER,Red Bull Racing,53.0,3.0,HARD,17.0,8497.624,2.0,2.0,,,,Unknown
2021,Abu Dhabi,Abu Dhabi,VET,Aston Martin,23.0,1.0,MEDIUM,23.0,5843.727,10.0,,,,,Unknown
2021,Austria,Austria,ALO,Alpine,32.0,1.0,MEDIUM,32.0,6101.452,11.0,,,,,Unknown
2021,Austria,Austria,BOT,Mercedes,30.0,1.0,MEDIUM,33.0,5922.092,4.0,,,,,Unknown
2021,Austria,Austria,GAS,AlphaTauri,13.0,1.0,SOFT,16.0,4745.067,5.0,,,,,Unknown
2021,Austria,Austria,GAS,AlphaTauri,45.0,2.0,HARD,32.0,7009.237,9.0,5.0,,,,Unknown
2021,Austria,Austria,GIO,Alfa Romeo Racing,1.0,1.0,MEDIUM,1.0,3822.894,12.0,,,,,Unknown
2021,Austria,Austria,GIO,Alfa Romeo Racing,29.0,2.0,HARD,28.0,5898.952,17.0,12.0,,,,Unknown
2021,Austria,Austria,HAM,Mercedes,31.0,1.0,MEDIUM,34.0,5986.03,2.0,,,,,Unknown
2021,Austria,Austria,HAM,Mercedes,53.0,2.0,HARD,22.0,7533.537,4.0,2.0,,,,Unknown
2021,Austria,Austria,LAT,Williams,33.0,1.0,MEDIUM,33.0,6182.401,14.0,,,,,Unknown
2021,Austria,Austria,LEC,Ferrari,34.0,1.0,MEDIUM,37.0,6227.934,6.0,,,,,Unknown
2021,Austria,Austria,MAZ,Haas F1 Team,27.0,1.0,MEDIUM,27.0,5775.507,19.0,,,,,Unknown
2021,Austria,Austria,MAZ,Haas F1 Team,45.0,2.0,HARD,18.0,7078.815,19.0,19.0,,,,Unknown
2021,Austria,Austria,MSC,Haas F1 Team,34.0,1.0,MEDIUM,34.0,6267.351,16.0,,,,,Unknown
2021,Austria,Austria,NOR,McLaren,30.0,1.0,MEDIUM,33.0,5920.273,3.0,,,,,Unknown
2021,Austria,Austria,PER,Red Bull Racing,32.0,1.0,MEDIUM,35.0,6088.436,7.0,,,,,Unknown
2021,Austria,Austria,RAI,Alfa Romeo Racing,37.0,1.0,HARD,37.0,6451.007,9.0,,,,,Unknown
2021,Austria,Austria,RIC,McLaren,29.0,1.0,MEDIUM,29.0,5875.732,7.0,,,,,Unknown
2021,Austria,Austria,RUS,Williams,30.0,1.0,MEDIUM,33.0,5957.103,10.0,,,,,Unknown
2021,Austria,Austria,SAI,Ferrari,48.0,1.0,HARD,48.0,7208.02,5.0,,,,,Unknown
2021,Austria,Austria,STR,Aston Martin,14.0,1.0,SOFT,17.0,4820.75,9.0,,,,,Unknown
2021,Austria,Austria,STR,Aston Martin,46.0,2.0,HARD,32.0,7100.169,15.0,9.0,,,,Unknown
2021,Austria,Austria,TSU,AlphaTauri,12.0,1.0,SOFT,15.0,4676.159,10.0,,,,,Unknown
2021,Austria,Austria,TSU,AlphaTauri,51.0,2.0,HARD,39.0,7437.419,9.0,10.0,,,,Unknown
2021,Austria,Austria,VER,Red Bull Racing,32.0,1.0,MEDIUM,35.0,6043.035,1.0,,,,,Unknown
2021,Austria,Austria,VER,Red Bull Racing,60.0,2.0,HARD,28.0,7983.809,1.0,1.0,,,,Unknown
2021,Austria,Austria,VET,Aston Martin,17.0,1.0,SOFT,20.0,5034.869,9.0,,,,,Unknown
2021,Austria,Austria,VET,Aston Martin,49.0,2.0,HARD,32.0,7300.456,10.0,9.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,ALO,Alpine,7.0,1.0,SOFT,10.0,2815.89,11.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,ALO,Alpine,47.0,3.0,SOFT,15.0,7444.301,10.0,11.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,BOT,Mercedes,11.0,1.0,SOFT,15.0,3249.364,6.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,BOT,Mercedes,47.0,2.0,HARD,36.0,7448.434,13.0,6.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,GAS,AlphaTauri,11.0,1.0,SOFT,16.0,3236.378,4.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,GAS,AlphaTauri,47.0,2.0,HARD,36.0,7426.043,4.0,4.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,GIO,Alfa Romeo Racing,2.0,1.0,SOFT,2.0,2276.858,18.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,GIO,Alfa Romeo Racing,47.0,3.0,HARD,13.0,7447.7,12.0,18.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,HAM,Mercedes,11.0,1.0,SOFT,15.0,3230.882,3.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,HAM,Mercedes,47.0,2.0,HARD,36.0,7420.041,2.0,3.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,LAT,Williams,9.0,1.0,MEDIUM,9.0,3048.113,13.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,LEC,Ferrari,9.0,1.0,SOFT,12.0,3021.848,6.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,LEC,Ferrari,47.0,2.0,HARD,38.0,7428.561,5.0,6.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,MAZ,Haas F1 Team,9.0,1.0,SOFT,9.0,3058.923,17.0,,17.0,,,Unknown
2021,Azerbaijan,Azerbaijan,MAZ,Haas F1 Team,34.0,2.0,HARD,25.0,6061.767,18.0,17.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,MAZ,Haas F1 Team,44.0,3.0,SOFT,12.0,7177.531,18.0,18.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,MAZ,Haas F1 Team,46.0,4.0,SOFT,7.0,7458.843,17.0,18.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,MSC,Haas F1 Team,8.0,1.0,SOFT,8.0,2940.848,16.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,MSC,Haas F1 Team,44.0,3.0,SOFT,12.0,7116.078,17.0,16.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,NOR,McLaren,7.0,1.0,SOFT,10.0,2817.18,12.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,NOR,McLaren,47.0,2.0,HARD,40.0,7433.97,7.0,12.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,OCO,Alpine,3.0,1.0,SOFT,3.0,2400.233,18.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,PER,Red Bull Racing,13.0,1.0,SOFT,16.0,3446.235,1.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,PER,Red Bull Racing,47.0,2.0,HARD,34.0,7419.425,1.0,1.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,RAI,Alfa Romeo Racing,13.0,1.0,MEDIUM,13.0,3479.764,10.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,RAI,Alfa Romeo Racing,47.0,2.0,HARD,34.0,7445.716,11.0,10.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,RIC,McLaren,11.0,1.0,SOFT,11.0,3252.511,8.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,RIC,McLaren,47.0,2.0,HARD,36.0,7441.926,9.0,8.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,RUS,Williams,1.0,1.0,MEDIUM,1.0,2167.663,20.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,RUS,Williams,47.0,3.0,HARD,13.0,7449.015,14.0,20.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,SAI,Ferrari,10.0,1.0,SOFT,13.0,3132.067,5.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,SAI,Ferrari,47.0,2.0,HARD,37.0,7436.453,8.0,5.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,TSU,AlphaTauri,9.0,1.0,SOFT,15.0,3029.177,9.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,TSU,AlphaTauri,47.0,2.0,HARD,38.0,7431.228,6.0,9.0,,,,Unknown
2021,Azerbaijan,Azerbaijan,VER,Red Bull Racing,12.0,1.0,SOFT,13.0,3338.279,2.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,VET,Aston Martin,18.0,1.0,SOFT,18.0,3993.91,2.0,,,,,Unknown
2021,Azerbaijan,Azerbaijan,VET,Aston Martin,47.0,2.0,HARD,29.0,7422.84,3.0,2.0,,,,Unknown
2021,Bahrain,Bahrain,ALO,Alpine,11.0,1.0,SOFT,14.0,3452.56,9.0,,,,,Unknown
2021,Bahrain,Bahrain,ALO,Alpine,29.0,2.0,MEDIUM,18.0,5234.206,12.0,9.0,,,,Unknown
2021,Bahrain,Bahrain,ALO,Alpine,32.0,3.0,HARD,3.0,5550.161,16.0,12.0,,,,Unknown
2021,Bahrain,Bahrain,BOT,Mercedes,16.0,1.0,MEDIUM,19.0,3924.696,2.0,,,,,Unknown
2021,Bahrain,Bahrain,BOT,Mercedes,30.0,2.0,HARD,14.0,5279.311,2.0,2.0,,,,Unknown
2021,Bahrain,Bahrain,BOT,Mercedes,54.0,3.0,HARD,24.0,7581.738,3.0,2.0,,,,Unknown
2021,Bahrain,Bahrain,GAS,AlphaTauri,4.0,1.0,MEDIUM,7.0,2774.801,18.0,,16.0,,,Unknown
2021,Bahrain,Bahrain,GAS,AlphaTauri,19.0,2.0,HARD,15.0,4278.062,18.0,18.0,,,,Unknown
2021,Bahrain,Bahrain,GAS,AlphaTauri,39.0,3.0,MEDIUM,23.0,6236.395,16.0,18.0,,,,Unknown
2021,Bahrain,Bahrain,GAS,AlphaTauri,52.0,4.0,HARD,13.0,7490.34,16.0,16.0,,,,Unknown
2021,Bahrain,Bahrain,GIO,Alfa Romeo Racing,12.0,1.0,MEDIUM,12.0,3555.082,11.0,,,,,Unknown
2021,Bahrain,Bahrain,GIO,Alfa Romeo Racing,30.0,2.0,HARD,18.0,5335.899,11.0,11.0,,,,Unknown
2021,Bahrain,Bahrain,HAM,Mercedes,13.0,1.0,MEDIUM,16.0,3629.611,2.0,,,,,Unknown
2021,Bahrain,Bahrain,HAM,Mercedes,28.0,2.0,HARD,15.0,5081.24,2.0,2.0,,,,Unknown
2021,Bahrain,Bahrain,LAT,Williams,14.0,1.0,SOFT,14.0,3764.704,13.0,,,,,Unknown
2021,Bahrain,Bahrain,LAT,Williams,32.0,2.0,MEDIUM,18.0,5553.032,17.0,13.0,,,,Unknown
2021,Bahrain,Bahrain,LAT,Williams,51.0,3.0,MEDIUM,19.0,7458.972,18.0,17.0,,,,Unknown
2021,Bahrain,Bahrain,LEC,Ferrari,12.0,1.0,SOFT,15.0,3546.889,6.0,,,,,Unknown
2021,Bahrain,Bahrain,LEC,Ferrari,32.0,2.0,MEDIUM,20.0,5500.633,5.0,6.0,,,,Unknown
2021,Bahrain,Bahrain,MSC,Haas F1 Team,14.0,1.0,MEDIUM,14.0,3778.451,17.0,,,,,Unknown
2021,Bahrain,Bahrain,MSC,Haas F1 Team,33.0,2.0,MEDIUM,19.0,5667.423,17.0,17.0,,,,Unknown
2021,Bahrain,Bahrain,NOR,McLaren,12.0,1.0,SOFT,15.0,3545.532,5.0,,,,,Unknown
2021,Bahrain,Bahrain,NOR,McLaren,33.0,2.0,MEDIUM,21.0,5591.987,3.0,5.0,,,,Unknown
2021,Bahrain,Bahrain,OCO,Alpine,13.0,1.0,SOFT,13.0,3655.991,9.0,,,,,Unknown
2021,Bahrain,Bahrain,OCO,Alpine,31.0,2.0,MEDIUM,18.0,5429.744,10.0,9.0,,,,Unknown
2021,Bahrain,Bahrain,PER,Red Bull Racing,2.0,1.0,MEDIUM,5.0,2517.867,19.0,,,,,Unknown
2021,Bahrain,Bahrain,PER,Red Bull Racing,19.0,2.0,MEDIUM,20.0,4235.674,4.0,19.0,,,,Unknown
2021,Bahrain,Bahrain,PER,Red Bull Racing,38.0,3.0,HARD,19.0,6080.638,4.0,4.0,,,,Unknown
2021,Bahrain,Bahrain,RAI,Alfa Romeo Racing,13.0,1.0,MEDIUM,13.0,3652.633,7.0,,,,,Unknown
2021,Bahrain,Bahrain,RAI,Alfa Romeo Racing,29.0,2.0,HARD,16.0,5226.76,9.0,7.0,,,,Unknown
2021,Bahrain,Bahrain,RIC,McLaren,13.0,1.0,SOFT,16.0,3645.671,4.0,,,,,Unknown
2021,Bahrain,Bahrain,RIC,McLaren,32.0,2.0,MEDIUM,19.0,5505.358,7.0,4.0,,,,Unknown
2021,Bahrain,Bahrain,RUS,Williams,13.0,1.0,SOFT,13.0,3662.699,12.0,,,,,Unknown
2021,Bahrain,Bahrain,RUS,Williams,36.0,2.0,MEDIUM,23.0,5928.507,13.0,12.0,,,,Unknown
2021,Bahrain,Bahrain,SAI,Ferrari,15.0,1.0,SOFT,18.0,3844.526,5.0,,,,,Unknown
2021,Bahrain,Bahrain,SAI,Ferrari,37.0,2.0,MEDIUM,22.0,5994.069,6.0,5.0,,,,Unknown
2021,Bahrain,Bahrain,STR,Aston Martin,12.0,1.0,SOFT,15.0,3549.889,8.0,,,,,Unknown
2021,Bahrain,Bahrain,STR,Aston Martin,28.0,2.0,MEDIUM,16.0,5124.368,9.0,8.0,,,,Unknown
2021,Bahrain,Bahrain,TSU,AlphaTauri,15.0,1.0,MEDIUM,18.0,3853.137,7.0,,,,,Unknown
2021,Bahrain,Bahrain,TSU,AlphaTauri,33.0,2.0,HARD,18.0,5616.906,8.0,7.0,,,,Unknown
2021,Bahrain,Bahrain,VER,Red Bull Racing,17.0,1.0,MEDIUM,20.0,4015.22,1.0,,,,,Unknown
2021,Bahrain,Bahrain,VER,Red Bull Racing,39.0,2.0,MEDIUM,22.0,6133.427,1.0,1.0,,,,Unknown
2021,Bahrain,Bahrain,VET,Aston Martin,24.0,1.0,MEDIUM,24.0,4749.201,14.0,,,,,Unknown
2021,Britain,Great Britain,ALO,Alpine,24.0,2.0,MEDIUM,23.0,8291.006,6.0,,,,,Unknown
2021,Britain,Great Britain,BOT,Mercedes,22.0,2.0,MEDIUM,20.0,8082.696,3.0,,,,,Unknown
2021,Britain,Great Britain,GAS,AlphaTauri,28.0,2.0,MEDIUM,28.0,8669.526,6.0,,,,,Unknown
2021,Britain,Great Britain,GAS,AlphaTauri,46.0,3.0,HARD,18.0,10360.646,9.0,6.0,,,,Unknown
2021,Britain,Great Britain,GIO,Alfa Romeo Racing,23.0,2.0,MEDIUM,21.0,8211.843,10.0,,,,,Unknown
2021,Britain,Great Britain,HAM,Mercedes,27.0,2.0,MEDIUM,25.0,8538.096,2.0,,,,,Unknown
2021,Britain,Great Britain,LAT,Williams,19.0,2.0,MEDIUM,17.0,7841.403,13.0,,,,,Unknown
2021,Britain,Great Britain,LEC,Ferrari,29.0,2.0,MEDIUM,27.0,8718.822,1.0,,,,,Unknown
2021,Britain,Great Britain,MAZ,Haas F1 Team,25.0,2.0,MEDIUM,26.0,8437.954,18.0,,,,,Unknown
2021,Britain,Great Britain,MSC,Haas F1 Team,24.0,2.0,MEDIUM,23.0,8341.07,18.0,,,,,Unknown
2021,Britain,Great Britain,NOR,McLaren,21.0,2.0,MEDIUM,21.0,7988.315,3.0,,,,,Unknown
2021,Britain,Great Britain,OCO,Alpine,19.0,2.0,MEDIUM,17.0,7830.645,9.0,,,,,Unknown
2021,Britain,Great Britain,PER,Red Bull Racing,18.0,2.0,HARD,18.0,7740.622,11.0,,,,,Unknown
2021,Britain,Great Britain,PER,Red Bull Racing,38.0,3.0,MEDIUM,20.0,9618.017,8.0,11.0,,,,Unknown
2021,Britain,Great Britain,PER,Red Bull Racing,48.0,4.0,MEDIUM,10.0,10554.363,10.0,8.0,,,,Unknown
2021,Britain,Great Britain,RAI,Alfa Romeo Racing,18.0,2.0,MEDIUM,16.0,7739.496,10.0,,,,,Unknown
2021,Britain,Great Britain,RIC,McLaren,20.0,2.0,MEDIUM,20.0,7908.824,5.0,,,,,Unknown
2021,Britain,Great Britain,RUS,Williams,18.0,2.0,MEDIUM,16.0,7744.163,14.0,,,,,Unknown
2021,Britain,Great Britain,SAI,Ferrari,28.0,2.0,MEDIUM,26.0,8647.108,2.0,,,,,Unknown
2021,Britain,Great Britain,STR,Aston Martin,23.0,2.0,MEDIUM,23.0,8199.412,7.0,,,,,Unknown
2021,Britain,Great Britain,TSU,AlphaTauri,30.0,2.0,MEDIUM,30.0,8862.931,7.0,,,,,Unknown
2021,Britain,Great Britain,VET,Aston Martin,18.0,2.0,MEDIUM,21.0,7748.83,17.0,,,,,Unknown
2021,Britain,Great Britain,VET,Aston Martin,40.0,3.0,HARD,24.0,9832.008,17.0,17.0,,,,Unknown
2021,Emilia Romagna,Italy,ALO,Alpine,28.0,1.0,INTERMEDIATE,28.0,4878.812,12.0,,,,,Unknown
2021,Emilia Romagna,Italy,ALO,Alpine,32.0,2.0,MEDIUM,4.0,5317.45,12.0,12.0,,,,Unknown
2021,Emilia Romagna,Italy,BOT,Mercedes,28.0,1.0,INTERMEDIATE,28.0,4846.655,6.0,,,,,Unknown
2021,Emilia Romagna,Italy,GAS,AlphaTauri,14.0,1.0,WET,14.0,3610.679,17.0,,,,,Unknown
2021,Emilia Romagna,Italy,GAS,AlphaTauri,26.0,2.0,INTERMEDIATE,12.0,4725.618,16.0,17.0,,,,Unknown
2021,Emilia Romagna,Italy,GAS,AlphaTauri,32.0,3.0,MEDIUM,6.0,5358.556,14.0,16.0,,,,Unknown
2021,Emilia Romagna,Italy,GIO,Alfa Romeo Racing,27.0,1.0,INTERMEDIATE,27.0,4772.408,10.0,,,,,Unknown
2021,Emilia Romagna,Italy,GIO,Alfa Romeo Racing,32.0,2.0,MEDIUM,5.0,5306.634,11.0,10.0,,,,Unknown
2021,Emilia Romagna,Italy,GIO,Alfa Romeo Racing,40.0,4.0,MEDIUM,13.0,7573.969,12.0,11.0,,,,Unknown
2021,Emilia Romagna,Italy,HAM,Mercedes,28.0,1.0,INTERMEDIATE,28.0,4767.715,1.0,,,,,Unknown
2021,Emilia Romagna,Italy,LEC,Ferrari,28.0,1.0,INTERMEDIATE,28.0,4784.152,2.0,,,,,Unknown
2021,Emilia Romagna,Italy,LEC,Ferrari,33.0,2.0,MEDIUM,5.0,5308.896,2.0,2.0,,,,Unknown
2021,Emilia Romagna,Italy,MAZ,Haas F1 Team,12.0,1.0,WET,12.0,3440.446,18.0,,,,,Unknown
2021,Emilia Romagna,Italy,MAZ,Haas F1 Team,23.0,2.0,INTERMEDIATE,11.0,4520.373,19.0,18.0,,,,Unknown
2021,Emilia Romagna,Italy,MAZ,Haas F1 Team,31.0,3.0,SOFT,11.0,5338.423,17.0,19.0,,,,Unknown
2021,Emilia Romagna,Italy,MSC,Haas F1 Team,5.0,1.0,WET,5.0,2712.244,19.0,,,,,Unknown
2021,Emilia Romagna,Italy,MSC,Haas F1 Team,21.0,2.0,INTERMEDIATE,16.0,4284.543,18.0,19.0,,,,Unknown
2021,Emilia Romagna,Italy,MSC,Haas F1 Team,31.0,3.0,SOFT,13.0,5300.908,16.0,18.0,,,,Unknown
2021,Emilia Romagna,Italy,NOR,McLaren,28.0,1.0,INTERMEDIATE,28.0,4811.399,5.0,,,,,Unknown
2021,Emilia Romagna,Italy,NOR,McLaren,33.0,2.0,MEDIUM,5.0,5346.624,3.0,5.0,,,,Unknown
2021,Emilia Romagna,Italy,OCO,Alpine,1.0,1.0,WET,1.0,2116.95,14.0,,13.0,,,Unknown
2021,Emilia Romagna,Italy,OCO,Alpine,27.0,2.0,INTERMEDIATE,26.0,4782.796,12.0,14.0,,,,Unknown
2021,Emilia Romagna,Italy,OCO,Alpine,31.0,3.0,MEDIUM,4.0,5183.677,12.0,12.0,,,,Unknown
2021,Emilia Romagna,Italy,OCO,Alpine,32.0,4.0,SOFT,3.0,5328.344,13.0,12.0,,,,Unknown
2021,Emilia Romagna,Italy,PER,Red Bull Racing,28.0,1.0,INTERMEDIATE,28.0,4798.896,4.0,,,,,Unknown
2021,Emilia Romagna,Italy,PER,Red Bull Racing,33.0,2.0,MEDIUM,5.0,5351.663,4.0,4.0,,,,Unknown
2021,Emilia Romagna,Italy,RAI,Alfa Romeo Racing,26.0,1.0,INTERMEDIATE,26.0,4675.376,11.0,,,,,Unknown
2021,Emilia Romagna,Italy,RAI,Alfa Romeo Racing,32.0,2.0,MEDIUM,6.0,5296.865,8.0,11.0,,,,Unknown
2021,Emilia Romagna,Italy,RIC,McLaren,27.0,1.0,INTERMEDIATE,27.0,4737.991,7.0,,,,,Unknown
2021,Emilia Romagna,Italy,RIC,McLaren,33.0,2.0,MEDIUM,6.0,5366.051,6.0,7.0,,,,Unknown
2021,Emilia Romagna,Italy,RUS,Williams,26.0,1.0,INTERMEDIATE,26.0,4674.198,10.0,,,,,Unknown
2021,Emilia Romagna,Italy,SAI,Ferrari,27.0,1.0,INTERMEDIATE,27.0,4732.113,6.0,,,,,Unknown
2021,Emilia Romagna,Italy,SAI,Ferrari,33.0,2.0,MEDIUM,6.0,5355.151,5.0,6.0,,,,Unknown
2021,Emilia Romagna,Italy,STR,Aston Martin,27.0,1.0,INTERMEDIATE,27.0,4756.421,9.0,,,,,Unknown
2021,Emilia Romagna,Italy,STR,Aston Martin,32.0,2.0,MEDIUM,5.0,5294.191,7.0,9.0,,,,Unknown
2021,Emilia Romagna,Italy,TSU,AlphaTauri,25.0,1.0,INTERMEDIATE,25.0,4599.754,13.0,,,,,Unknown
2021,Emilia Romagna,Italy,TSU,AlphaTauri,32.0,2.0,MEDIUM,7.0,5304.596,10.0,13.0,,,,Unknown
2021,Emilia Romagna,Italy,VER,Red Bull Racing,27.0,1.0,INTERMEDIATE,27.0,4680.076,2.0,,,,,Unknown
2021,Emilia Romagna,Italy,VER,Red Bull Racing,33.0,2.0,MEDIUM,6.0,5292.328,1.0,2.0,,,,Unknown
2021,Emilia Romagna,Italy,VET,Aston Martin,3.0,1.0,INTERMEDIATE,3.0,2410.348,18.0,,15.0,,,Unknown
2021,Emilia Romagna,Italy,VET,Aston Martin,20.0,2.0,INTERMEDIATE,17.0,4151.436,16.0,18.0,14.0,4.0,True,Strong Gain
2021,Emilia Romagna,Italy,VET,Aston Martin,22.0,3.0,MEDIUM,2.0,4372.911,17.0,16.0,,,,Unknown
2021,Emilia Romagna,Italy,VET,Aston Martin,32.0,4.0,MEDIUM,12.0,5361.592,15.0,17.0,,,,Unknown
2021,Emilia Romagna,Italy,VET,Aston Martin,61.0,6.0,SOFT,29.0,9270.539,14.0,15.0,,,,Unknown
2021,France,France,ALO,Alpine,18.0,1.0,MEDIUM,21.0,3830.287,15.0,,,,,Unknown
2021,France,France,BOT,Mercedes,17.0,1.0,MEDIUM,20.0,3695.047,4.0,,,,,Unknown
2021,France,France,GAS,AlphaTauri,17.0,1.0,MEDIUM,22.0,3722.358,15.0,,,,,Unknown
2021,France,France,GIO,Alfa Romeo Racing,28.0,1.0,HARD,28.0,4848.73,18.0,,,,,Unknown
2021,France,France,HAM,Mercedes,19.0,1.0,MEDIUM,22.0,3887.421,2.0,,,,,Unknown
2021,France,France,LAT,Williams,18.0,1.0,MEDIUM,18.0,3842.09,19.0,,,,,Unknown
2021,France,France,LEC,Ferrari,14.0,1.0,MEDIUM,17.0,3420.271,18.0,,,,,Unknown
2021,France,France,LEC,Ferrari,38.0,2.0,HARD,24.0,5849.388,16.0,18.0,,,,Unknown
2021,France,France,MAZ,Haas F1 Team,31.0,1.0,HARD,31.0,5178.026,20.0,,,,,Unknown
2021,France,France,MSC,Haas F1 Team,15.0,1.0,MEDIUM,15.0,3551.648,20.0,,,,,Unknown
2021,France,France,NOR,McLaren,24.0,1.0,MEDIUM,29.0,4424.961,13.0,,,,,Unknown
