Season,RaceName,Country,Driver,Team,avg_lap_time_sec,best_lap_sec,pace_consistency,total_laps_completed,worst_position,best_position,personal_best_laps,pace_vs_field
2022,Italy,Italy,MSC,Haas F1 Team,91.246,85.298,8.942,53,19.0,8.0,9,0.237
2022,Italy,Italy,BOT,Alfa Romeo,92.845,85.706,13.051,52,20.0,7.0,14,1.836
2022,Italy,Italy,TSU,AlphaTauri,92.863,86.857,13.563,52,18.0,12.0,10,1.854
2022,Italy,Italy,LAT,Williams,92.89,86.798,13.152,52,19.0,14.0,7,1.881
2022,Italy,Italy,MAG,Haas F1 Team,92.926,86.798,13.135,52,19.0,11.0,9,1.917
2022,Japan,Japan,VER,Red Bull Racing,109.074,104.911,5.732,24,4.0,1.0,3,-3.228
2022,Japan,Japan,LEC,Ferrari,110.268,104.489,6.004,24,5.0,2.0,3,-2.034
2022,Japan,Japan,PER,Red Bull Racing,110.338,106.12,6.251,24,7.0,3.0,4,-1.964
2022,Japan,Japan,OCO,Alpine,111.059,106.559,6.775,24,8.0,4.0,4,-1.243
2022,Japan,Japan,HAM,Mercedes,111.227,105.53,7.446,24,9.0,5.0,3,-1.075
2022,Japan,Japan,ALO,Alpine,111.572,104.412,8.65,24,9.0,1.0,8,-0.73
2022,Japan,Japan,RUS,Mercedes,111.736,107.004,8.942,24,14.0,7.0,7,-0.566
2022,Japan,Japan,VET,Aston Martin,112.043,106.964,11.837,24,17.0,6.0,3,-0.259
2022,Japan,Japan,RIC,McLaren,112.861,107.843,8.776,24,15.0,3.0,4,0.559
2022,Japan,Japan,LAT,Williams,112.907,108.371,11.173,24,18.0,8.0,2,0.605
2022,Japan,Japan,NOR,McLaren,113.003,108.175,10.147,24,17.0,9.0,1,0.701
2022,Japan,Japan,TSU,AlphaTauri,113.057,105.893,9.717,24,16.0,9.0,3,0.755
2022,Japan,Japan,STR,Aston Martin,113.06,105.205,10.087,24,16.0,11.0,3,0.758
2022,Japan,Japan,MAG,Haas F1 Team,113.604,108.072,9.798,24,17.0,11.0,3,1.302
2022,Japan,Japan,BOT,Alfa Romeo,113.642,107.82,10.542,24,18.0,13.0,3,1.34
2022,Japan,Japan,MSC,Haas F1 Team,113.788,106.545,8.984,24,18.0,2.0,4,1.486
2022,Japan,Japan,ZHO,Alfa Romeo,114.031,104.411,12.962,24,18.0,6.0,5,1.729
2022,Japan,Japan,GAS,AlphaTauri,114.168,105.387,13.448,24,18.0,14.0,6,1.866
2022,Mexico City,Mexico,VER,Red Bull Racing,83.334,82.046,2.673,71,3.0,1.0,11,-1.565
2022,Mexico City,Mexico,HAM,Mercedes,83.548,82.062,2.839,71,3.0,1.0,7,-1.351
2022,Mexico City,Mexico,PER,Red Bull Racing,83.589,81.775,3.068,71,6.0,3.0,7,-1.31
2022,Mexico City,Mexico,RUS,Mercedes,84.03,80.153,4.159,71,4.0,1.0,10,-0.869
2022,Mexico City,Mexico,SAI,Ferrari,84.153,82.199,3.212,71,9.0,4.0,8,-0.746
2022,Mexico City,Mexico,LEC,Ferrari,84.303,82.603,3.124,71,11.0,5.0,7,-0.596
2022,Mexico City,Mexico,RIC,McLaren,84.847,82.022,3.011,70,13.0,7.0,10,-0.052
2022,Mexico City,Mexico,ALO,Alpine,84.922,82.866,2.78,63,9.0,5.0,15,0.023
2022,Mexico City,Mexico,OCO,Alpine,85.021,83.279,3.017,70,13.0,7.0,15,0.122
2022,Mexico City,Mexico,NOR,McLaren,85.082,83.402,3.101,70,15.0,8.0,15,0.183
2022,Mexico City,Mexico,BOT,Alfa Romeo,85.13,83.363,3.257,70,11.0,6.0,11,0.231
2022,Mexico City,Mexico,GAS,AlphaTauri,85.139,82.277,3.847,70,16.0,11.0,7,0.24
2022,Mexico City,Mexico,ALB,Williams,85.166,82.914,3.348,70,19.0,11.0,12,0.267
2022,Mexico City,Mexico,ZHO,Alfa Romeo,85.325,82.26,3.223,70,16.0,9.0,5,0.426
2022,Mexico City,Mexico,VET,Aston Martin,85.375,83.086,3.259,70,16.0,11.0,7,0.476
2022,Mexico City,Mexico,STR,Aston Martin,85.524,82.463,4.057,70,20.0,15.0,12,0.625
2022,Mexico City,Mexico,TSU,AlphaTauri,85.627,83.403,4.337,50,16.0,11.0,7,0.728
2022,Mexico City,Mexico,MSC,Haas F1 Team,85.652,83.641,3.374,70,19.0,16.0,8,0.753
2022,Mexico City,Mexico,MAG,Haas F1 Team,85.673,83.3,3.505,70,20.0,17.0,18,0.774
2022,Mexico City,Mexico,LAT,Williams,86.546,83.709,4.056,69,20.0,18.0,12,1.647
2022,Miami,United States,VER,Red Bull Racing,94.917,91.361,7.435,53,2.0,1.0,20,-3.266
2022,Miami,United States,NOR,McLaren,96.14,93.411,3.505,39,16.0,7.0,13,-2.043
2022,Miami,United States,LEC,Ferrari,96.148,91.488,10.425,54,4.0,1.0,15,-2.035
2022,Miami,United States,TSU,AlphaTauri,96.492,93.035,3.901,54,19.0,10.0,19,-1.691
2022,Miami,United States,SAI,Ferrari,97.435,91.79,11.999,55,3.0,1.0,18,-0.748
2022,Miami,United States,PER,Red Bull Racing,97.519,91.819,11.34,55,4.0,3.0,12,-0.664
2022,Miami,United States,GAS,AlphaTauri,97.573,94.487,6.221,42,18.0,6.0,12,-0.61
2022,Miami,United States,HAM,Mercedes,97.716,92.941,10.302,55,8.0,5.0,16,-0.467
2022,Miami,United States,RUS,Mercedes,97.77,92.195,10.454,55,15.0,5.0,18,-0.413
2022,Miami,United States,BOT,Alfa Romeo,97.829,93.184,10.468,55,7.0,5.0,13,-0.354
2022,Miami,United States,LAT,Williams,98.211,94.169,5.93,55,19.0,14.0,15,0.028
2022,Miami,United States,ALO,Alpine,98.935,93.331,10.933,56,13.0,7.0,16,0.752
2022,Miami,United States,OCO,Alpine,98.938,93.163,10.894,56,18.0,8.0,23,0.755
2022,Miami,United States,ALB,Williams,99.0,93.447,10.136,56,19.0,10.0,16,0.817
2022,Miami,United States,RIC,McLaren,99.068,93.265,9.978,56,17.0,8.0,15,0.885
2022,Miami,United States,STR,Aston Martin,99.08,93.312,10.574,56,19.0,10.0,22,0.897
2022,Miami,United States,MAG,Haas F1 Team,99.197,93.511,10.46,55,18.0,10.0,12,1.014
2022,Miami,United States,MSC,Haas F1 Team,99.741,92.528,11.174,56,18.0,9.0,16,1.558
2022,Miami,United States,VET,Aston Martin,99.787,93.479,11.016,53,20.0,9.0,17,1.604
2022,Miami,United States,ZHO,Alfa Romeo,102.172,95.731,10.249,6,20.0,14.0,3,3.989
2022,Monaco,Monaco,PER,Red Bull Racing,89.495,76.028,16.911,62,5.0,1.0,24,-3.722
2022,Monaco,Monaco,SAI,Ferrari,89.518,76.421,16.686,62,3.0,1.0,31,-3.699
2022,Monaco,Monaco,VER,Red Bull Racing,89.52,76.052,16.988,62,4.0,2.0,29,-3.697
2022,Monaco,Monaco,LEC,Ferrari,89.541,76.249,16.82,62,4.0,1.0,26,-3.676
2022,Monaco,Monaco,NOR,McLaren,90.59,74.693,17.917,63,7.0,4.0,25,-2.627
2022,Monaco,Monaco,GAS,AlphaTauri,90.652,77.344,17.296,62,18.0,10.0,23,-2.565
2022,Monaco,Monaco,RUS,Mercedes,90.658,76.83,18.169,63,6.0,5.0,29,-2.559
2022,Monaco,Monaco,ALO,Alpine,91.134,75.882,17.14,63,7.0,6.0,34,-2.083
2022,Monaco,Monaco,HAM,Mercedes,91.156,77.203,17.078,63,9.0,8.0,25,-2.061
2022,Monaco,Monaco,OCO,Alpine,91.18,77.571,17.069,63,10.0,8.0,32,-2.037
2022,Monaco,Monaco,BOT,Alfa Romeo,91.49,77.6,17.415,63,14.0,10.0,36,-1.727
2022,Monaco,Monaco,VET,Aston Martin,91.683,77.558,17.471,63,16.0,9.0,29,-1.534
2022,Monaco,Monaco,RIC,McLaren,91.763,77.532,17.853,63,16.0,12.0,33,-1.454
2022,Monaco,Monaco,LAT,Williams,92.03,78.579,21.034,62,20.0,15.0,21,-1.187
2022,Monaco,Monaco,ZHO,Alfa Romeo,92.129,78.2,18.189,62,18.0,13.0,26,-1.088
2022,Monaco,Monaco,TSU,AlphaTauri,92.491,75.334,17.294,62,18.0,11.0,30,-0.726
2022,Monaco,Monaco,ALB,Williams,95.88,78.023,18.889,47,19.0,13.0,24,2.663
2022,Monaco,Monaco,MSC,Haas F1 Team,103.646,84.778,19.728,24,20.0,15.0,10,10.429
2022,Monaco,Monaco,STR,Aston Martin,104.757,87.402,22.904,28,19.0,10.0,14,11.54
2022,Monaco,Monaco,MAG,Haas F1 Team,105.019,93.754,19.105,19,13.0,11.0,14,11.802
2022,Netherlands,Netherlands,TSU,AlphaTauri,78.558,77.138,3.243,42,14.0,10.0,6,-2.149
2022,Netherlands,Netherlands,VER,Red Bull Racing,79.552,73.652,12.46,71,3.0,1.0,9,-1.155
2022,Netherlands,Netherlands,BOT,Alfa Romeo,80.009,76.844,6.194,53,19.0,10.0,10,-0.698
2022,Netherlands,Netherlands,RUS,Mercedes,80.651,73.671,14.398,72,7.0,2.0,15,-0.056
2022,Netherlands,Netherlands,LEC,Ferrari,80.746,74.413,12.715,72,4.0,2.0,8,0.039
2022,Netherlands,Netherlands,HAM,Mercedes,80.775,73.854,14.334,72,5.0,1.0,10,0.068
2022,Netherlands,Netherlands,SAI,Ferrari,80.815,74.643,11.347,72,11.0,3.0,7,0.108
2022,Netherlands,Netherlands,PER,Red Bull Racing,80.846,74.404,12.324,72,8.0,3.0,12,0.139
2022,Netherlands,Netherlands,ALO,Alpine,80.855,74.144,11.405,72,16.0,7.0,12,0.148
2022,Netherlands,Netherlands,NOR,McLaren,80.862,74.706,11.627,72,9.0,5.0,13,0.155
2022,Netherlands,Netherlands,OCO,Alpine,80.887,75.084,10.695,72,11.0,6.0,13,0.18
2022,Netherlands,Netherlands,STR,Aston Martin,80.906,75.043,10.647,72,11.0,6.0,13,0.199
2022,Netherlands,Netherlands,GAS,AlphaTauri,80.969,75.165,9.403,72,18.0,11.0,15,0.262
2022,Netherlands,Netherlands,ALB,Williams,81.016,75.534,10.801,72,16.0,6.0,17,0.309
2022,Netherlands,Netherlands,VET,Aston Martin,81.025,74.862,9.91,72,20.0,13.0,12,0.318
2022,Netherlands,Netherlands,MSC,Haas F1 Team,81.052,75.233,10.606,72,19.0,10.0,13,0.345
2022,Netherlands,Netherlands,MAG,Haas F1 Team,81.106,75.369,10.371,72,20.0,12.0,9,0.399
2022,Netherlands,Netherlands,ZHO,Alfa Romeo,81.112,75.94,10.192,72,18.0,12.0,10,0.405
2022,Netherlands,Netherlands,RIC,McLaren,81.119,75.577,10.292,72,20.0,16.0,14,0.412
2022,Netherlands,Netherlands,LAT,Williams,81.273,76.066,9.143,70,20.0,15.0,10,0.566
2022,Saudi Arabia,Saudi Arabia,LEC,Ferrari,96.818,91.634,10.523,47,2.0,1.0,15,-2.365
2022,Saudi Arabia,Saudi Arabia,VER,Red Bull Racing,96.885,91.772,10.556,47,3.0,1.0,17,-2.298
2022,Saudi Arabia,Saudi Arabia,SAI,Ferrari,97.149,91.905,10.595,47,4.0,3.0,19,-2.034
2022,Saudi Arabia,Saudi Arabia,PER,Red Bull Racing,97.555,92.042,11.453,47,4.0,1.0,15,-1.628
2022,Saudi Arabia,Saudi Arabia,RUS,Mercedes,98.022,92.821,10.575,47,6.0,5.0,14,-1.161
2022,Saudi Arabia,Saudi Arabia,BOT,Alfa Romeo,98.269,93.979,8.259,32,15.0,7.0,9,-0.914
2022,Saudi Arabia,Saudi Arabia,ALO,Alpine,98.455,93.831,10.329,32,8.0,6.0,12,-0.728
2022,Saudi Arabia,Saudi Arabia,LAT,Williams,98.876,97.53,2.261,14,18.0,15.0,4,-0.307
2022,Saudi Arabia,Saudi Arabia,OCO,Alpine,99.029,93.103,10.657,47,11.0,5.0,15,-0.154
2022,Saudi Arabia,Saudi Arabia,ZHO,Alfa Romeo,99.546,93.924,9.935,47,18.0,11.0,12,0.363
2022,Saudi Arabia,Saudi Arabia,HUL,Aston Martin,99.768,93.651,10.512,47,17.0,9.0,20,0.585
2022,Saudi Arabia,Saudi Arabia,NOR,McLaren,100.1,92.753,12.386,48,13.0,6.0,19,0.917
2022,Saudi Arabia,Saudi Arabia,MAG,Haas F1 Team,100.148,92.779,13.376,48,12.0,6.0,16,0.965
2022,Saudi Arabia,Saudi Arabia,GAS,AlphaTauri,100.233,93.468,12.074,48,15.0,8.0,13,1.05
2022,Saudi Arabia,Saudi Arabia,HAM,Mercedes,100.374,92.997,12.599,48,14.0,6.0,20,1.191
2022,Saudi Arabia,Saudi Arabia,RIC,McLaren,100.432,94.487,11.627,33,18.0,11.0,15,1.249
2022,Saudi Arabia,Saudi Arabia,STR,Aston Martin,101.484,94.446,11.009,47,17.0,9.0,16,2.301
2022,Saudi Arabia,Saudi Arabia,ALB,Williams,102.144,94.368,12.564,46,18.0,11.0,16,2.961
2022,Singapore,Singapore,PER,Red Bull Racing,117.185,108.165,7.15,51,1.0,1.0,31,-5.781
2022,Singapore,Singapore,SAI,Ferrari,118.132,108.414,7.18,51,3.0,2.0,24,-4.834
2022,Singapore,Singapore,LEC,Ferrari,118.343,108.753,8.516,52,3.0,2.0,18,-4.623
2022,Singapore,Singapore,NOR,McLaren,119.797,109.212,9.367,53,5.0,3.0,25,-3.169
2022,Singapore,Singapore,HAM,Mercedes,119.845,110.622,7.611,51,9.0,4.0,24,-3.121
2022,Singapore,Singapore,VER,Red Bull Racing,120.416,109.142,9.648,52,13.0,5.0,17,-2.55
2022,Singapore,Singapore,VET,Aston Martin,121.1,110.669,9.155,52,9.0,7.0,26,-1.866
2022,Singapore,Singapore,GAS,AlphaTauri,121.216,110.569,8.987,52,11.0,7.0,29,-1.75
2022,Singapore,Singapore,RIC,McLaren,121.351,111.006,9.662,53,13.0,5.0,29,-1.615
2022,Singapore,Singapore,STR,Aston Martin,121.37,110.283,9.541,53,11.0,6.0,28,-1.596
2022,Singapore,Singapore,MAG,Haas F1 Team,122.759,112.067,9.743,54,18.0,11.0,16,-0.207
2022,Singapore,Singapore,MSC,Haas F1 Team,122.968,110.29,10.051,50,14.0,10.0,22,0.002
2022,Singapore,Singapore,BOT,Alfa Romeo,123.224,111.864,10.334,54,16.0,10.0,20,0.258
2022,Singapore,Singapore,ALO,Alpine,123.478,120.463,4.523,18,6.0,6.0,13,0.512
2022,Singapore,Singapore,RUS,Mercedes,124.811,106.458,10.879,52,19.0,11.0,15,1.845
2022,Singapore,Singapore,TSU,AlphaTauri,126.819,118.716,9.175,30,12.0,9.0,17,3.853
2022,Singapore,Singapore,OCO,Alpine,127.645,121.105,8.821,24,15.0,13.0,14,4.679
2022,Singapore,Singapore,ALB,Williams,129.045,122.121,9.519,23,20.0,16.0,9,6.079
2022,Singapore,Singapore,LAT,Williams,129.882,125.585,6.934,6,18.0,17.0,4,6.916
2022,Singapore,Singapore,ZHO,Alfa Romeo,129.933,125.556,7.141,6,19.0,18.0,4,6.967
2022,Spain,Spain,VER,Red Bull Racing,88.492,85.456,3.85,66,5.0,1.0,4,-1.632
2022,Spain,Spain,PER,Red Bull Racing,88.69,84.108,3.97,66,4.0,1.0,4,-1.434
2022,Spain,Spain,RUS,Mercedes,88.991,84.636,3.69,66,4.0,1.0,4,-1.133
2022,Spain,Spain,SAI,Ferrari,89.177,85.985,4.376,66,15.0,4.0,9,-0.947
2022,Spain,Spain,HAM,Mercedes,89.318,84.253,5.748,66,19.0,4.0,8,-0.806
2022,Spain,Spain,BOT,Alfa Romeo,89.401,86.395,3.386,66,7.0,3.0,7,-0.723
2022,Spain,Spain,OCO,Alpine,89.634,85.935,3.961,66,9.0,5.0,8,-0.49
2022,Spain,Spain,LEC,Ferrari,89.691,87.03,5.25,27,4.0,1.0,4,-0.433
2022,Spain,Spain,NOR,McLaren,89.753,85.619,4.189,66,10.0,6.0,10,-0.371
2022,Spain,Spain,ALO,Alpine,89.959,86.599,4.256,65,16.0,7.0,9,-0.165
2022,Spain,Spain,TSU,AlphaTauri,90.017,86.828,4.169,65,14.0,8.0,14,-0.107
2022,Spain,Spain,VET,Aston Martin,90.263,87.629,3.514,65,17.0,6.0,10,0.139
2022,Spain,Spain,RIC,McLaren,90.464,87.285,4.098,65,15.0,8.0,8,0.34
2022,Spain,Spain,GAS,AlphaTauri,90.483,86.987,4.465,65,17.0,12.0,9,0.359
2022,Spain,Spain,MSC,Haas F1 Team,90.522,87.447,3.428,65,14.0,6.0,2,0.398
2022,Spain,Spain,STR,Aston Martin,90.812,86.876,4.845,65,18.0,8.0,9,0.688
2022,Spain,Spain,LAT,Williams,91.327,87.246,4.318,64,19.0,12.0,9,1.203
2022,Spain,Spain,MAG,Haas F1 Team,91.455,87.537,7.06,64,20.0,16.0,1,1.331
2022,Spain,Spain,ZHO,Alfa Romeo,91.985,88.415,5.369,28,18.0,13.0,4,1.861
2022,Spain,Spain,ALB,Williams,92.044,88.281,4.79,64,20.0,14.0,5,1.92
2022,São Paulo,Brazil,NOR,McLaren,82.712,75.855,12.819,50,16.0,3.0,5,-0.877
2022,São Paulo,Brazil,RUS,Mercedes,83.296,73.785,15.745,71,2.0,1.0,9,-0.293
2022,São Paulo,Brazil,HAM,Mercedes,83.318,73.942,15.321,71,8.0,1.0,10,-0.271
2022,São Paulo,Brazil,SAI,Ferrari,83.353,73.953,15.217,71,11.0,2.0,9,-0.236
2022,São Paulo,Brazil,LEC,Ferrari,83.415,74.253,14.075,71,18.0,4.0,7,-0.174
2022,São Paulo,Brazil,ALO,Alpine,83.431,74.164,14.01,71,17.0,5.0,11,-0.158
2022,São Paulo,Brazil,VER,Red Bull Racing,83.438,74.195,14.079,71,17.0,3.0,6,-0.151
2022,São Paulo,Brazil,PER,Red Bull Racing,83.495,74.283,14.978,71,7.0,2.0,8,-0.094
2022,São Paulo,Brazil,OCO,Alpine,83.56,75.093,13.463,71,14.0,5.0,8,-0.029
2022,São Paulo,Brazil,BOT,Alfa Romeo,83.614,75.511,13.6,71,11.0,5.0,6,0.025
2022,São Paulo,Brazil,STR,Aston Martin,83.628,74.831,12.995,71,15.0,5.0,5,0.039
2022,São Paulo,Brazil,VET,Aston Martin,83.665,75.549,13.462,71,11.0,3.0,10,0.076
2022,São Paulo,Brazil,GAS,AlphaTauri,83.675,75.327,13.346,71,17.0,6.0,9,0.086
2022,São Paulo,Brazil,ZHO,Alfa Romeo,83.709,75.802,13.057,71,18.0,9.0,8,0.12
2022,São Paulo,Brazil,MSC,Haas F1 Team,83.718,75.251,13.043,71,16.0,7.0,12,0.129
2022,São Paulo,Brazil,ALB,Williams,83.804,75.613,13.221,71,18.0,11.0,9,0.215
2022,São Paulo,Brazil,LAT,Williams,83.818,75.327,12.919,71,18.0,14.0,12,0.229
2022,São Paulo,Brazil,TSU,AlphaTauri,84.948,75.508,14.979,70,18.0,13.0,13,1.359
